Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:27Es1J9GNKf0pZLy3sdzjl,"If I Was A Folkstar","Wildflower","The Avalanches",2016-07-08,273253,49,false,kootlefoosh,2025-07-01T21:21:25Z,"plunderphonics","Universal Music Australia Pty. Ltd.",0.669,0.917,10,-8.06,1,0.0471,0.575,0.801,0.0968,0.923,123.179,4
spotify:track:6FMFPv7NRg5rYNaNcFkrxi,"Keswick Park","Far From This World","Orchid Mantis",2020-11-20,195102,7,false,kootlefoosh,2025-05-03T09:27:32Z,"slowcore,dream pop","Z Tapes",0.571,0.426,7,-10.161,1,0.0241,0.677,0.0105,0.133,0.514,73.487,4
spotify:track:12TaWARrbJXlyN1hUJeHwa,"All Night Long","Helium","HOMESHAKE",2019-02-15,217714,24,false,kootlefoosh,2025-05-03T09:27:32Z,"bedroom pop","Sinderlyn",0.734,0.27,9,-11.266,0,0.0286,0.588,0.616,0.242,0.391,106.004,4
spotify:track:04HeNxRRVjcwctfp2K2kMu,"the ride-","Let’s Start Here.","Lil Yachty",2023-01-27,190581,53,false,kootlefoosh,2025-05-03T09:27:32Z,"","Quality Control Music/Motown Records",0.416,0.792,6,-4.809,0,0.0867,0.325,0.000368,0.374,0.568,152.027,4
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,"Bad Habit","Gemini Rights","Steve Lacy",2022-07-15,232114,86,true,kootlefoosh,2025-05-03T09:27:32Z,"","L-M Records/RCA Records",0.686,0.494,1,-7.093,1,0.0355,0.613,0.000058,0.402,0.7,168.946,4
spotify:track:1YgDGKyKhFlimPw3mLavPG,"Fancy Clown (feat. Viktor Vaughn)","Madvillainy","Madvillain;Madlib;MF DOOM;Viktor Vaughn",2004-03-24,115826,63,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,alternative hip hop,jazz rap,plunderphonics,east coast hip hop","Stones Throw Records",0.537,0.753,8,-9.441,1,0.35,0.328,0.0000152,0.368,0.693,90.292,4
spotify:track:0zLClc0emc6qUeV1p5nc99,"No More Parties In LA","The Life Of Pablo","Kanye West",2016-06-10,374413,72,true,kootlefoosh,2025-05-03T09:27:32Z,"rap","Rock The World/IDJ/Kanye LP7",0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,4
spotify:track:73pz1RTwUBpKO286c9zhzT,"Garbage Pale Kids","SCARING THE HOES","JPEGMAFIA;Danny Brown",2023-03-24,168022,48,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,alternative hip hop,experimental","2023 PEGGY under exclusive license to AWAL Recordings America, Inc.",0.624,0.955,1,0.742,1,0.35,0.118,0,0.129,0.764,78.676,4
spotify:track:60E2QSeE6hZe51e9VuBJSp,"Another Weekend","Dedicated to Bobby Jameson","Ariel Pink",2017-09-15,254520,0,false,kootlefoosh,2025-05-03T09:27:32Z,"neo-psychedelic","Mexican Summer",0.383,0.513,6,-5.377,0,0.0278,0.126,0.000123,0.241,0.387,108.669,4
spotify:track:0FpUaFYnW80iN7WUo9Y3HJ,"Sweet Memory","Woof Woof","ARTHUR",2018-11-16,133383,28,false,kootlefoosh,2025-05-03T09:27:32Z,"","PLZ Make It Ruins",0.735,0.57,1,-8.809,0,0.0639,0.654,0,0.197,0.767,134.996,4
spotify:track:6NLRMu1qF1kJQnntDNWDmy,"Lemon Glow","7","Beach House",2018-05-11,244946,69,false,kootlefoosh,2025-05-03T09:27:32Z,"dream pop","Sub Pop Records",0.465,0.818,0,-7.924,1,0.03,0.446,0.976,0.232,0.53,148.427,4
spotify:track:6SZwj6cjc8JQbkrr8cbIUn,"Oh Klahoma","Pop Food","Jack Stauber",2017-03-25,185223,72,false,kootlefoosh,2025-05-03T09:27:32Z,"","Plopscotch Records",0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,4
spotify:track:4w2GLmK2wnioVnb5CPQeex,"360","BRAT","Charli xcx",2024-06-07,133805,81,true,kootlefoosh,2025-05-03T09:27:32Z,"hyperpop,art pop","Atlantic Records",0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4
spotify:track:6oEpHl3cdz5s3gr2JVjok5,"gec 2 Ü","1000 gecs","100 gecs;Laura Les;Dylan Brady",2019-05-31,197658,45,true,kootlefoosh,2025-05-03T09:27:32Z,"hyperpop,glitch","Dog Show Records",0.522,0.72,0,-8.942,1,0.264,0.0661,0.00000191,0.0754,0.647,170.035,4
spotify:track:23Ij3xEFmYkRl00dDJCVMP,"Good Ass Intro","Acid Rap","Chance the Rapper;BJ The Chicago Kid;Lili K",2013-04-30,239250,0,true,kootlefoosh,2025-05-03T09:27:32Z,"neo soul","Chance the Rapper",0.605,0.731,1,-8.127,0,0.291,0.0644,0.0000027,0.331,0.672,79.843,4
spotify:track:4dyx5SzxPPaD8xQIid5Wjj,"Young Folks","Writer's Block","Peter Bjorn and John",2006-01-01,276693,81,false,kootlefoosh,2025-05-03T09:27:32Z,"indie","Universal Music AB",0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4
spotify:track:6gU9OKjOE7ghfEd55oRO57,"The Weekend","Ctrl","SZA",2017-06-09,272193,77,true,kootlefoosh,2025-05-03T09:27:32Z,"r&b","Top Dawg Entertainment/RCA Records",0.4,0.366,8,-9.405,0,0.0597,0.242,0,0.126,0.161,73.313,3
spotify:track:7u6hkmIzrxaffZULmJQmF2,"I'm full of spite mane I'm too fucking petty","TOXIC SHAWTY ANTHEM","staysie atoms;BISKHIT",2021-02-05,207240,24,true,kootlefoosh,2025-05-03T09:27:32Z,"","1895641 Records DK",0.647,0.751,9,-7.165,0,0.228,0.605,0,0.209,0.402,131.449,4
spotify:track:61bwFjzXGG1x2aZsANdLyl,"money machine","1000 gecs","100 gecs;Laura Les;Dylan Brady",2019-05-31,114460,60,true,kootlefoosh,2025-05-03T09:27:32Z,"hyperpop,glitch","Dog Show Records",0.68,0.659,6,-7.186,1,0.151,0.229,0,0.474,0.75,98.877,4
spotify:track:7Dexi5Z2IowCkHrnzlWysc,"claws","how i'm feeling now","Charli xcx",2020-05-15,149390,63,false,kootlefoosh,2025-05-03T09:27:32Z,"hyperpop,art pop","Atlantic Records UK",0.707,0.771,10,-4.246,1,0.038,0.036,0.0000687,0.547,0.629,135.049,4
spotify:track:5v1YfIEGXWfNPTGhCCW80h,"Harmony","Wildflower","The Avalanches",2016-07-08,228520,32,false,kootlefoosh,2025-05-03T09:27:32Z,"plunderphonics","Universal Music Australia Pty. Ltd.",0.502,0.76,0,-7.707,1,0.0407,0.269,0.159,0.729,0.42,96.493,4
spotify:track:1CHL6sjDwpivvA4LE0lsww,"King of the Beach","King of the Beach","Wavves",2010,158106,43,false,kootlefoosh,2025-05-03T09:27:32Z,"garage rock,surf rock,noise rock,indie punk","Fat Possum",0.373,0.976,11,-2.196,1,0.104,0.000216,0.0000101,0.54,0.549,170.153,4
spotify:track:63PEsIWyy3QgiPy4u5I9pG,"Marijuana","Sparks","Chrome Sparks",2013-08-29,181149,0,false,kootlefoosh,2025-05-03T09:27:32Z,"chillwave","Future Classic",0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,4
spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,"Pain","to hell with it","PinkPantheress",2021-10-15,98544,83,false,kootlefoosh,2025-05-03T09:27:32Z,"bedroom pop","Parlophone UK",0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4
spotify:track:2mlGPkAx4kwF8Df0GlScsC,"Buttercup","Pop Food","Jack Stauber",2017-03-25,208026,70,false,kootlefoosh,2025-05-03T09:27:32Z,"","Plopscotch Records",0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,4
spotify:track:3cJjqvXbFwiWgnuWgoyhPM,"Dark Red","Steve Lacy's Demo","Steve Lacy",2017-02-24,173104,62,false,kootlefoosh,2025-05-03T09:27:32Z,"","Three Quarter",0.603,0.784,6,-4.023,1,0.062,0.446,0.00000832,0.119,0.769,172.041,4
spotify:track:1REVvAphiSTJyKQ1fDpHa4,"Purple Hearts","Mr. Morale & The Big Steppers","Kendrick Lamar;Summer Walker;Ghostface Killah",2022-05-13,329295,62,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop,r&b,east coast hip hop,hardcore hip hop,old school hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.567,0.824,3,-6.973,0,0.296,0.167,0.00000265,0.149,0.737,138.202,4
spotify:track:7HRv1sYuwgoea1m0JRvChV,"GOLD","SATURATION","BROCKHAMPTON",2017-06-09,266000,55,true,kootlefoosh,2025-05-03T09:27:32Z,"","QUESTION EVERYTHING, INC. / EMPIRE",0.808,0.647,11,-6.947,0,0.166,0.0716,0.000466,0.205,0.29,110.036,4
spotify:track:4hCPm0tiGaUtUb2JA6TpWU,"Sleeping in the Beetle Bug","Cherry Peel","of Montreal",1997,138200,29,false,kootlefoosh,2025-05-03T09:27:32Z,"neo-psychedelic,baroque pop,art pop","Bar/None Records",0.393,0.831,2,-6.258,1,0.0317,0.253,0.612,0.32,0.745,132.85,4
spotify:track:6hQ4FNfbxDiETvXAgHMGp9,"Live At Dominoes","Since I Left You (20th Anniversary Deluxe Edition)","The Avalanches",2000-11-27,338946,34,false,kootlefoosh,2025-05-03T09:27:32Z,"plunderphonics","Universal Music Australia Pty. Ltd.",0.602,0.951,5,-6.251,0,0.089,0.0076,0.0165,0.978,0.57,124.97,4
spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"Boy's a liar Pt. 2","Boy's a liar Pt. 2","PinkPantheress;Ice Spice",2023-02-03,131013,74,true,kootlefoosh,2025-05-03T09:27:32Z,"bedroom pop","Warner Records",0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,4
spotify:track:1SHB1hp6267UK9bJQUxYvO,"Судно (Борис Рыжий)","Этажи","Molchat Doma",2018-09-07,141394,74,false,kootlefoosh,2025-05-03T09:27:32Z,"post-punk,darkwave,cold wave,gothic rock","Sacred Bones Records",0.484,0.75,1,-4.176,1,0.0685,0.697,0.862,0.105,0.467,159.992,4
spotify:track:6Lr9sGM6kARYVDL2dj0lqV,"Room in Here (feat. The Game & Sonyae Elise)","Malibu","Anderson .Paak;The Game;Sonyae",2016-01-15,239173,48,true,kootlefoosh,2025-05-03T09:27:32Z,"west coast hip hop,old school hip hop,hip hop,ballroom vogue","OBE / Apeshit, Inc / EMPIRE",0.643,0.894,6,-4.765,0,0.374,0.269,0.00000473,0.257,0.459,86.985,4
spotify:track:7GRTrWsP3yo2Fx8umJfA1X,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS","KIDS SEE GHOSTS;Ty Dolla $ign",2018-06-08,206605,58,true,kootlefoosh,2025-05-03T09:27:32Z,"trap soul","Getting Out Our Dreams, Inc./Def Jam Recordings",0.334,0.81,9,-4.855,0,0.0632,0.00457,0,0.158,0.306,151.643,4
spotify:track:781V2Y5LPtcpgONEOadadE,"Get Got","The Money Store","Death Grips",2012-04-23,171866,57,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,experimental","Epic",0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87,4
spotify:track:02VBYrHfVwfEWXk5DXyf0T,"Leave The Door Open","An Evening With Silk Sonic","Bruno Mars;Anderson .Paak;Silk Sonic",2021-11-11,242096,85,false,kootlefoosh,2025-05-03T09:27:32Z,"","Aftermath Entertainment/Atlantic",0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4
spotify:track:4TlE6betO4tqzEn0bREQfq,"(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem)","Teens Of Denial","Car Seat Headrest",2016-05-20,337106,47,true,kootlefoosh,2025-05-03T09:27:32Z,"midwest emo,indie rock","Matador",0.436,0.452,2,-7.702,1,0.0257,0.333,0.00084,0.0867,0.401,106.072,4
spotify:track:2BjRhZ2IJmsO1GRquNldsP,"Concerning the UFO sighting near Highland, Illinois","Illinois","Sufjan Stevens",2005-07-05,128985,51,false,kootlefoosh,2025-05-03T09:27:32Z,"baroque pop","Asthmatic Kitty",0.451,0.149,7,-14.99,1,0.0378,0.987,0.301,0.165,0.389,131.074,4
spotify:track:5rfT032kGmLvbxZzfHlu5D,"In the Aeroplane Over the Sea","In the Aeroplane Over the Sea","Neutral Milk Hotel",1998-02-20,202346,5,false,kootlefoosh,2025-05-03T09:27:32Z,"anti-folk,folk punk","Merge Records",0.271,0.714,7,-5.124,1,0.0329,0.392,0,0.115,0.239,94.158,3
spotify:track:2vUMdAub2h5j5zuSppYQyT,"Sea Calls Me Home","Have You In My Wilderness","Julia Holter",2015-09-25,187360,35,false,kootlefoosh,2025-05-03T09:27:32Z,"art pop,baroque pop","Domino Recording Co",0.319,0.544,11,-6.801,0,0.0364,0.126,0.0000107,0.261,0.272,79.532,4
spotify:track:5mkGfmJGFZpwK9nA5amOhv,"Sex & Candy","Marcy Playground","Marcy Playground",1997-01-01,173493,75,false,kootlefoosh,2025-05-03T09:27:32Z,"","Capitol Records",0.664,0.558,2,-9.159,1,0.0257,0.238,0,0.106,0.64,80.556,4
spotify:track:11LmqTE2naFULdEP94AUBa,"Heart-Shaped Box","In Utero (Deluxe Edition)","Nirvana",1993-09-21,281160,83,false,kootlefoosh,2025-05-03T09:27:32Z,"grunge,rock","Geffen",0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4
spotify:track:3O30ywyRk6EKT68sBvVqOP,"Hollywood Forever Cemetery Sings","Fear Fun","Father John Misty",2012-05-01,190613,60,false,kootlefoosh,2025-05-03T09:27:32Z,"","Sub Pop Records",0.58,0.808,9,-4.133,1,0.0284,0.0642,0.158,0.0387,0.599,93.985,4
spotify:track:3mwvKOyMmG77zZRunnxp9E,"Buddy Holly","Weezer","Weezer",1994-05-10,159226,81,false,kootlefoosh,2025-05-03T09:27:32Z,"alternative rock","DGC",0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4
spotify:track:7y5fzeYh5bLrlJRB1OZrln,"Bizarre Love Triangle - Shep Pettibone 12"" Remix","Brotherhood (Collector's Edition)","New Order;Stephen Morris",1986-09-29,405560,54,false,kootlefoosh,2025-05-03T09:27:32Z,"new wave,synthpop,post-punk,madchester","Rhino/Warner Records",0.704,0.895,10,-7.81,1,0.0647,0.00428,0.28,0.267,0.869,118.662,4
spotify:track:2g6tReTlM2Akp41g0HaeXN,"Die Hard","Mr. Morale & The Big Steppers","Kendrick Lamar;Blxst;Amanda Reifer",2022-05-13,239026,75,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
spotify:track:5bJ1DrEM4hNCafcDd1oxHx,"Self Care","Swimming","Mac Miller",2018-08-03,345133,77,true,kootlefoosh,2025-05-03T09:27:32Z,"","Warner Records",0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4
spotify:track:6gpcs5eMhJwax4mIfKDYQk,"Slide (feat. Frank Ocean & Migos)","Slide (feat. Frank Ocean & Migos)","Calvin Harris;Frank Ocean;Migos",2017-02-24,230813,69,true,kootlefoosh,2025-05-03T09:27:32Z,"edm,trap","Columbia",0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
spotify:track:3Vi5XqYrmQgOYBajMWSvCi,"Need to Know","Planet Her","Doja Cat",2021-06-25,210560,81,true,kootlefoosh,2025-05-03T09:27:32Z,"","Kemosabe Records/RCA Records",0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4
spotify:track:3td69vL9Py7Ai9wfXYnvji,"When You Die","Little Dark Age","MGMT",2018-02-09,263880,65,true,kootlefoosh,2025-05-03T09:27:32Z,"indie","Columbia",0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,4
spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,"Alright","To Pimp A Butterfly","Kendrick Lamar",2015-03-16,219333,81,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop","Aftermath",0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,4
spotify:track:69Kzq3FMkDwiSFBQzRckFD,"This Night Has Opened My Eyes - 2011 Remaster","Hatful of Hollow","The Smiths",1984,221533,76,false,kootlefoosh,2025-05-03T09:27:32Z,"new wave,madchester,jangle pop","WM UK",0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,4
spotify:track:0uwEur2c1HaD1r87plrUbD,"Topical Solution","Stratosphere","Duster",1998-02-24,300893,51,false,kootlefoosh,2025-05-03T09:27:32Z,"slowcore,shoegaze","Numero Group",0.683,0.62,9,-12.445,1,0.0409,0.9,0.934,0.0992,0.121,74.953,4
spotify:track:63OQupATfueTdZMWTxW03A,"Karma Police","OK Computer","Radiohead",1997-05-28,264066,82,false,kootlefoosh,2025-05-03T09:27:32Z,"art rock,alternative rock","XL Recordings",0.36,0.501,7,-9.129,1,0.0258,0.0638,0.0000932,0.172,0.324,74.807,4
spotify:track:3Y1EvIgEVw51XtgNEgpz5c,"Von dutch","BRAT","Charli xcx",2024-06-07,164284,80,true,kootlefoosh,2025-05-03T09:27:32Z,"hyperpop,art pop","Atlantic Records",0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,4
spotify:track:3y8dxBoOLWB0yEoVAAMjmZ,"Super Soaker","King of the Beach","Wavves",2010,148666,32,false,kootlefoosh,2025-05-03T09:27:32Z,"garage rock,surf rock,noise rock,indie punk","Fat Possum",0.236,0.968,4,-2.367,1,0.0882,0.0000373,0.293,0.265,0.17,195.95,4
spotify:track:1HTR2cbs7Nor722yzYQi63,"I Felt Your Shape","The Glow, Pt. 2","The Microphones",2001-09-11,114626,48,false,kootlefoosh,2025-05-03T09:27:32Z,"slowcore,anti-folk,lo-fi indie,indie folk","P.W. Elverum & Sun",0.653,0.325,2,-12.423,1,0.0693,0.866,0.034,0.117,0.546,114.021,4
spotify:track:1Bg9oI5OCRjGrSUZwsQmT6,"Caligula","One Hundred Mornings","Windows 96",2018-07-13,316479,0,false,kootlefoosh,2025-05-03T09:27:32Z,"vaporwave,chillwave,synthwave,plunderphonics","Windows 96",0.645,0.563,6,-10.325,0,0.0558,0.763,0.909,0.11,0.223,90.007,4
spotify:track:6aBUnkXuCEQQHAlTokv9or,"This Must Be the Place (Naive Melody) - 2005 Remaster","Speaking in Tongues (Deluxe Version)","Talking Heads",1983-05-31,296146,77,false,kootlefoosh,2025-05-03T09:27:32Z,"new wave,post-punk","Rhino/Warner Records",0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,4
spotify:track:0y60itmpH0aPKsFiGxmtnh,"Wait a Minute!","ARDIPITHECUS","WILLOW",2015-01-11,196520,86,false,kootlefoosh,2025-05-03T09:27:32Z,"","Roc Nation W Smith P&D",0.764,0.705,3,-5.279,0,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,4
spotify:track:0W6I02J9xcqK8MtSeosEXb,"Get Into It (Yuh)","Planet Her","Doja Cat",2021-06-25,138293,73,true,kootlefoosh,2025-05-03T09:27:32Z,"","Kemosabe Records/RCA Records",0.912,0.655,8,-6.029,0,0.162,0.315,0.0000339,0.0894,0.793,91.942,4
spotify:track:4LmAnpjlhWTahvRkYR8xJa,"X (with 2 Chainz & Saudi)","Black Panther The Album Music From And Inspired By","ScHoolboy Q;2 Chainz;Saudi",2018-02-09,267426,61,true,kootlefoosh,2025-05-03T09:27:32Z,"southern hip hop,rap","Black Panther (TDE/DMG) PS",0.776,0.471,2,-8.406,1,0.253,0.0203,0,0.268,0.405,131.018,4
spotify:track:0fQCCVAekWKXhJXPsvInHB,"Do The Astral Plane","Cosmogramma","Flying Lotus",2010-04-21,237920,17,false,kootlefoosh,2025-05-03T09:27:32Z,"idm,experimental hip hop,nu jazz,glitch","Warp Records",0.733,0.829,8,-3.209,0,0.211,0.0464,0,0.126,0.259,117.728,4
spotify:track:705dwKmZCd7ImAUyyD6Mpm,"psychofreak (feat. WILLOW)","Familia","Camila Cabello;WILLOW",2022-04-08,201495,54,false,kootlefoosh,2025-05-03T09:27:32Z,"","Epic",0.629,0.64,7,-7.638,0,0.0752,0.342,0.0000117,0.0928,0.448,179.989,4
spotify:track:3FtYbEfBqAlGO46NUDQSAt,"Electric Feel","Oracular Spectacular","MGMT",2007-12-14,229640,83,false,kootlefoosh,2025-05-03T09:27:32Z,"indie","Red Ink/Columbia",0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3
spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city","Kendrick Lamar",2012,310720,73,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop","Aftermath",0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,4
spotify:track:73RbfOTJIjHzi2pcVHjeHM,"What It Is (Solo Version)","What It Is (Versions)","Doechii",2023-03-17,189824,77,true,kootlefoosh,2025-05-03T09:27:32Z,"","Top Dawg Entertainment/Capitol Records",0.74,0.758,1,-5.851,0,0.0921,0.061,0.00000144,0.0967,0.757,171.925,4
spotify:track:6iMckdvgMaAELSVlBTa6lA,"Sunshine","Wildflower","The Avalanches",2016-07-08,217013,31,false,kootlefoosh,2025-05-03T09:27:32Z,"plunderphonics","Universal Music Australia Pty. Ltd.",0.368,0.883,7,-7.557,0,0.0453,0.0991,0.298,0.374,0.658,92.809,4
spotify:track:7CC6UbCs4iGsePSzFxYxNn,"Moon","Donda","Kanye West",2021-08-29,156091,71,false,kootlefoosh,2025-05-03T09:27:32Z,"rap","Rock The World/IDJ/Kanye LP7",0.319,0.236,5,-9.644,1,0.0318,0.898,0.0000162,0.272,0.254,162.351,4
spotify:track:51RN0kzWd7xeR4th5HsEtW,"IGOR'S THEME","IGOR","Tyler, The Creator",2019-05-17,200684,68,false,kootlefoosh,2025-05-03T09:27:32Z,"","Columbia",0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,4
spotify:track:5hVghJ4KaYES3BFUATCYn0,"EARFQUAKE","IGOR","Tyler, The Creator",2019-05-17,190072,80,true,kootlefoosh,2025-05-03T09:27:32Z,"","Columbia",0.554,0.498,9,-8.866,1,0.0685,0.23,0.00000598,0.795,0.413,79.635,4
spotify:track:6XyxCBp6x3jvtxXvMN5sAA,"1539 N. Calvert","Veteran","JPEGMAFIA",2018-01-19,157258,1,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,alternative hip hop,experimental","JPEGMafia",0.863,0.717,4,-3.143,0,0.17,0.278,0.0826,0.0991,0.357,152.05,4
spotify:track:7Ks4VCY1wFebnOdJrM13t6,"Wesley's Theory","To Pimp A Butterfly","Kendrick Lamar;George Clinton;Thundercat",2015-03-16,287360,70,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop,funk","Aftermath",0.509,0.787,7,-6.754,1,0.265,0.359,0.0000276,0.26,0.507,114.449,4
spotify:track:19YKaevk2bce4odJkP5L22,"Nikes","Blonde","Frank Ocean",2016-08-20,314075,72,true,kootlefoosh,2025-05-03T09:27:32Z,"","Boys Don't Cry",0.633,0.395,8,-9.638,1,0.0857,0.692,0.000222,0.108,0.123,138.023,4
spotify:track:4WM1hvYr2NC6bQnQXcj3sH,"Meat Grinder","Madvillainy","Madvillain;Madlib;MF DOOM",2004-03-24,131866,64,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,alternative hip hop,jazz rap,plunderphonics,east coast hip hop","Stones Throw Records",0.571,0.717,6,-8.333,1,0.336,0.359,0.00000312,0.797,0.881,87.54,4
spotify:track:5cc9Zbfp9u10sfJeKZ3h16,"3005","Because the Internet","Childish Gambino",2013-12-10,234215,4,true,kootlefoosh,2025-05-03T09:27:32Z,"","Glassnote Entertainment Group LLC",0.664,0.447,6,-7.272,0,0.289,0.112,0,0.091,0.659,83.138,4
spotify:track:1UGD3lW3tDmgZfAVDh6w7r,"Devil In A New Dress","My Beautiful Dark Twisted Fantasy","Kanye West;Rick Ross",2010-11-22,351946,81,true,kootlefoosh,2025-05-03T09:27:32Z,"rap,southern hip hop","Roc-A-Fella",0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,4
spotify:track:2CHmgtK8OCL28WtIK96u4N,"30 Hours","The Life Of Pablo","Kanye West",2016-06-10,323302,67,true,kootlefoosh,2025-05-03T09:27:32Z,"rap","Rock The World/IDJ/Kanye LP7",0.823,0.813,7,-6.71,1,0.288,0.0359,0,0.0886,0.373,95.012,4
spotify:track:3yFl8gYnYcLd1sdqX7fnuh,"Fields","XXYYXX","xxyyxx",2012-03-27,195500,42,false,kootlefoosh,2025-05-03T09:27:32Z,"witch house,chillwave","3235629 Records DK2",0.537,0.735,5,-12.484,0,0.0784,0.0000668,0.00518,0.282,0.318,74.92,4
spotify:track:0qtK3XwbuG153dmwB8iepL,"Glitter","Flower Boy","Tyler, The Creator",2017-07-21,224893,67,true,kootlefoosh,2025-05-03T09:27:32Z,"","Columbia",0.449,0.434,1,-11.777,1,0.243,0.306,0.00000276,0.633,0.371,78.57,5
spotify:track:2FXyHAkNkIym2sZVRuJuTd,"Kaleidoscopic Lovers","Wildflower","The Avalanches",2016-07-08,235266,27,false,kootlefoosh,2025-05-03T09:27:32Z,"plunderphonics","Universal Music Australia Pty. Ltd.",0.469,0.74,8,-9.477,1,0.0605,0.591,0.000276,0.449,0.655,120.224,4
spotify:track:42Y7vm9ymuGeHQXDhOQ4k0,"America's Most Blunted","Money Folder / America's Most Blunted","Madvillain;MF DOOM;Madlib;Quasimoto",2003-12-01,240814,30,true,kootlefoosh,2025-05-03T09:27:32Z,"experimental hip hop,alternative hip hop,jazz rap,east coast hip hop,plunderphonics,underground hip hop","Stones Throw Records",0.498,0.903,9,-7.961,1,0.6,0.382,0,0.92,0.655,95.757,4
spotify:track:4KW1lqgSr8TKrvBII0Brf8,"Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,82,true,kootlefoosh,2025-05-03T09:27:32Z,"rap","Rock The World/IDJ/Kanye LP7",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4
spotify:track:6IZvVAP7VPPnsGX6bvgkqg,"PRIDE.","DAMN.","Kendrick Lamar",2017-04-14,275253,82,true,kootlefoosh,2025-05-03T09:27:32Z,"hip hop,west coast hip hop","Aftermath",0.665,0.535,4,-7.056,0,0.0572,0.0786,0.0000168,0.154,0.37,138.842,4
spotify:track:7K71priwuwcWwbgfHVQJdq,"Lovesong","Greatest Hits","The Cure",2001-11-13,208333,54,false,kootlefoosh,2025-05-03T09:27:32Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.586,0.868,9,-4.302,0,0.0297,0.347,0.316,0.174,0.736,139.943,4
spotify:track:6hLY3Tz1Xt5kBuKNDTs4ib,"Free As A Bird - 1995 Mix","Anthology 1","The Beatles",1995-11-20,265293,51,false,kootlefoosh,2025-05-03T09:27:32Z,"classic rock,psychedelic rock","EMI Catalogue",0.474,0.503,9,-9.074,1,0.0279,0.0438,0.016,0.153,0.457,72.323,4
